midi,inicio,fim,duracao,i,j,avg conf,std dev
70.0,3.34,9.5,6.16,334.0,950.0,0.9691262245178223,0.12896856562197806
69.0,13.44,13.75,0.3100000000000005,1344.0,1375.0,0.9113005995750427,0.035346030500001666
69.0,16.42,21.86,5.439999999999998,1642.0,2186.0,0.9130860567092896,0.10272616617328585
