midi,inicio,fim,duracao,i,j,avg conf,std dev
50.0,54.75,57.09,2.3400000000000034,5475.0,5709.0,0.9434316158294678,0.11351973579246408
50.0,72.17,75.42,3.25,7217.0,7542.0,0.9362218379974365,0.31414933690866603
53.0,80.46,80.73,0.27000000000001023,8046.0,8073.0,0.9263023734092712,0.23119045176033487
