instruments/recorder,Notes,midi,inicio,fim,duracao,i,j,avg conf,std dev,eye_pos
instruments/recorder/20220417_151406.mp4,41,79.0,61.89,66.18,4.290000000000006,6189.0,6618.0,0.9558164477348328,0.03200062745367865,"[[903.6666666666666, 185.16666666666666], [1077.6666666666667, 229.83333333333334]]"
instruments/recorder/20220417_151406.mp4,42,79.0,66.19,66.4,0.21000000000000796,6619.0,6640.0,0.9011467695236206,0.03612537658419588,"[[860.8333333333334, 181.83333333333334], [1050.3333333333333, 211.16666666666666]]"
instruments/recorder/20220417_151406.mp4,45,80.0,70.75,70.9,0.15000000000000568,7075.0,7090.0,0.8867335915565491,0.08841989421779585,"[[847.5, 175.16666666666666], [1050.5, 197.5]]"
instruments/recorder/20220417_151406.mp4,47,81.0,71.5,75.43,3.930000000000007,7150.0,7543.0,0.9571589827537537,0.06497107356389746,"[[854.0, 177.16666666666666], [1059.3333333333333, 201.25]]"
instruments/recorder/20220417_151406.mp4,48,81.0,75.46,75.51,0.05000000000001137,7546.0,7551.0,0.8891924023628235,0.03824240048982307,"[[nan, nan], [nan, nan]]"
instruments/recorder/20220417_151406.mp4,49,82.0,76.32,79.66,3.3400000000000034,7632.0,7966.0,0.9702572226524353,0.06018883482565714,"[[854.5833333333333, 171.33333333333331], [1061.9166666666667, 210.0]]"
instruments/recorder/20220417_151406.mp4,50,82.0,79.68,79.78,0.09999999999999432,7968.0,7978.0,0.9345449209213257,0.08015540988944062,"[[nan, nan], [nan, nan]]"
instruments/recorder/20220417_151406.mp4,53,83.0,80.38,83.99,3.6099999999999994,8038.0,8399.0,0.9329813718795776,0.06939415169189724,"[[852.1666666666667, 173.75], [1060.6666666666667, 204.58333333333331]]"
instruments/recorder/20220417_151406.mp4,54,83.0,84.01,84.07,0.05999999999998806,8401.0,8407.0,0.8816987872123718,0.06351363133882795,"[[nan, nan], [nan, nan]]"
instruments/recorder/20220417_151406.mp4,55,83.0,84.08,84.15,0.07000000000000739,8408.0,8415.0,0.8642629384994507,0.05608875663299268,"[[nan, nan], [nan, nan]]"
instruments/recorder/20220417_151406.mp4,58,84.0,85.91,85.97,0.060000000000002274,8591.0,8597.0,0.861025869846344,0.07339973966870332,"[[813.1666666666666, 203.5], [1007.8333333333334, 212.66666666666666]]"
instruments/recorder/20220417_151406.mp4,59,84.0,86.01,88.96,2.9499999999999886,8601.0,8896.0,0.9490968585014343,0.05090130879157079,"[[837.0833333333333, 188.25], [1024.4166666666665, 206.41666666666669]]"
instruments/recorder/20220417_151406.mp4,60,84.0,89.03,89.09,0.060000000000002274,8903.0,8909.0,0.8460157513618469,0.008768835638389495,"[[nan, nan], [nan, nan]]"
instruments/recorder/flauta.mp4,2,74.0,0.13,0.32,0.19,13.0,32.0,0.9547245502471924,0.03481422350773906,"[[917.3333333333333, 68.08333333333333], [1031.1666666666665, 45.75]]"
instruments/recorder/flauta.mp4,3,76.0,0.34,0.56,0.22000000000000003,34.0,56.0,0.9376315474510193,0.03546307964701744,"[[909.5, 67.66666666666667], [1025.1666666666667, 44.333333333333336]]"
instruments/recorder/flauta.mp4,4,77.0,0.58,0.74,0.16000000000000003,58.0,74.0,0.9284536838531494,0.07525803314893993,"[[909.0, 68.16666666666667], [1025.0, 43.0]]"
instruments/recorder/flauta.mp4,5,79.0,0.83,0.98,0.15000000000000002,83.0,98.0,0.9495828747749329,0.07692541987986602,"[[910.5, 71.66666666666667], [1024.6666666666667, 45.333333333333336]]"
instruments/recorder/flauta.mp4,6,81.0,1.03,1.23,0.19999999999999996,103.0,123.0,0.9489976167678833,0.03570164419060343,"[[909.6666666666667, 71.83333333333333], [1025.0833333333335, 45.25]]"
instruments/recorder/flauta.mp4,8,83.0,1.28,1.7,0.41999999999999993,128.0,170.0,0.9194149971008301,0.06813414589671749,"[[907.6666666666666, 75.16666666666667], [1022.5, 46.333333333333336]]"
instruments/recorder/flauta.mp4,9,82.0,1.73,2.45,0.7200000000000002,173.0,245.0,0.968288004398346,0.06707487141988984,"[[906.3333333333334, 74.66666666666666], [1020.1666666666667, 44.58333333333333]]"
instruments/recorder/flauta.mp4,10,82.0,2.47,2.57,0.09999999999999964,247.0,257.0,0.8991166949272156,0.011991696966126439,"[[905.8333333333334, 78.0], [1018.6666666666666, 47.833333333333336]]"
instruments/recorder/flauta.mp4,13,82.0,3.29,3.67,0.3799999999999999,329.0,367.0,0.9590165019035339,0.08634782143750074,"[[906.1666666666666, 76.58333333333334], [1019.5, 45.25]]"
instruments/recorder/flauta.mp4,15,84.0,3.73,4.54,0.81,373.0,454.0,0.9388692378997803,0.05135560193613909,"[[905.3333333333334, 76.66666666666667], [1018.1666666666666, 43.833333333333336]]"
instruments/recorder/flauta.mp4,16,82.0,4.57,4.9,0.33000000000000007,457.0,490.0,0.9604282379150391,0.0700498605859322,"[[904.3333333333334, 82.5], [1016.75, 48.66666666666667]]"
instruments/recorder/flauta.mp4,17,81.0,4.91,5.12,0.20999999999999996,491.0,512.0,0.9493268132209778,0.05335036446614659,"[[904.0, 80.0], [1017.8333333333334, 46.666666666666664]]"
instruments/recorder/flauta.mp4,18,79.0,5.13,5.32,0.1900000000000004,513.0,532.0,0.9490606188774109,0.03198463793626723,"[[903.5833333333333, 82.83333333333333], [1016.25, 47.25]]"
instruments/recorder/flauta.mp4,19,77.0,5.35,5.52,0.16999999999999993,535.0,552.0,0.936596155166626,0.0689471870357115,"[[901.5833333333333, 81.83333333333334], [1014.9166666666667, 44.08333333333333]]"
instruments/recorder/flauta.mp4,20,76.0,5.55,5.75,0.20000000000000018,555.0,575.0,0.9353230595588684,0.05393621824376006,"[[903.1666666666667, 82.16666666666666], [1015.0833333333333, 44.75]]"
instruments/recorder/flauta.mp4,21,74.0,5.77,5.99,0.22000000000000064,577.0,599.0,0.9514042139053345,0.14312644477406086,"[[903.1666666666666, 82.0], [1015.8333333333334, 45.666666666666664]]"
instruments/recorder/flauta.mp4,23,72.0,6.09,6.29,0.20000000000000018,609.0,629.0,0.9394341707229614,0.07707115515969475,"[[904.0, 81.83333333333334], [1019.25, 47.83333333333333]]"
instruments/recorder/flauta.mp4,24,72.0,6.31,6.39,0.08000000000000007,631.0,639.0,0.9374786019325256,0.07072307203175356,"[[904.8333333333334, 82.66666666666667], [1021.8333333333334, 47.0]]"
instruments/recorder/flauta.mp4,26,76.0,6.6,6.81,0.20999999999999996,660.0,681.0,0.947176992893219,0.08516922180577288,"[[918.0, 78.33333333333333], [1031.1666666666667, 46.333333333333336]]"
instruments/recorder/flauta.mp4,27,77.0,6.83,7.18,0.34999999999999964,683.0,718.0,0.9310960173606873,0.04836734969155851,"[[918.0, 73.33333333333333], [1037.5, 43.833333333333336]]"
instruments/recorder/flauta.mp4,28,77.0,7.19,7.45,0.2599999999999998,719.0,745.0,0.9215115904808044,0.03774247786644251,"[[899.8333333333333, 52.41666666666667], [1041.3333333333335, 33.333333333333336]]"
